Cidade,Ano,Mês,y_true,yhat_xgb,data_ref
Diorama,2024,9,552.72,-338.4011,2024-09-01
Bonfinópolis,2024,9,1192.76,-177.62105,2024-09-01
Guarinos,2024,9,196.98000000000002,-338.4011,2024-09-01
Vicentinópolis,2024,9,1850.01,-103.256195,2024-09-01
Porteirão,2024,9,1032.56,-55.674507,2024-09-01
Jussara,2024,9,7091.8099999999995,1467.7322,2024-09-01
Nova Iguaçu de Goiás,2024,9,667.44,-619.1537,2024-09-01
Uruana,2024,9,3104.47,-390.88443,2024-09-01
Cidade Ocidental,2024,9,3971.38,1886.8962,2024-09-01
Jaupaci,2024,9,829.47,-437.62692,2024-09-01
Santo Antônio do Descoberto,2024,9,7151.219999999999,1467.7322,2024-09-01
Nova Aurora,2024,9,368.01,-338.4011,2024-09-01
Posse,2024,9,3143.57,422.69434,2024-09-01
Flores de Goiás,2024,9,866.86,475.08936,2024-09-01
Santa Cruz de Goiás,2024,9,1276.95,38.410046,2024-09-01
Nova Crixás,2024,9,14215.310000000001,20545.537,2024-09-01
Nerópolis,2024,9,4866.28,997.92456,2024-09-01
Nova Glória,2024,9,1705.63,-89.728165,2024-09-01
Abadia de Goiás,2024,9,5389.15,591.3627,2024-09-01
Caturaí,2024,9,616.76,-81.94827,2024-09-01
Aragarças,2024,9,4009.7000000000003,2854.383,2024-09-01
Caiapônia,2024,9,6485.91,847.67236,2024-09-01
São Miguel do Passa Quatro,2024,9,2096.68,-189.33028,2024-09-01
Turvelândia,2024,9,672.88,1056.9736,2024-09-01
Adelândia,2024,9,612.64,-346.58298,2024-09-01
Joviânia,2024,9,1894.3700000000001,-250.57318,2024-09-01
Jataí,2024,9,25478.97,12512.888,2024-09-01
Bom Jardim de Goiás,2024,9,1872.57,102.20187,2024-09-01
Professor Jamil,2024,9,962.02,194.21936,2024-09-01
Nova América,2024,9,300.65,-247.35707,2024-09-01
São Miguel do Araguaia,2024,9,7075.54,3633.993,2024-09-01
Doverlândia,2024,9,1341.32,-268.665,2024-09-01
Alto Horizonte,2024,9,1727.69,-103.256195,2024-09-01
Niquelândia,2024,9,8502.69,2265.2205,2024-09-01
Divinópolis de Goiás,2024,9,198.99,-371.82452,2024-09-01
Cavalcante,2024,9,179.51,1422.5088,2024-09-01
Cachoeira Dourada,2024,9,7254.37,-746.5635,2024-09-01
São Patrício,2024,9,316.73,-247.35707,2024-09-01
Nova Veneza,2024,9,2062.68,317.2543,2024-09-01
Corumbaíba,2024,9,1663.7,2295.6965,2024-09-01
Aporé,2024,9,473.38,66.64172,2024-09-01
Santo Antônio de Goiás,2024,9,3254.96,-12.212248,2024-09-01
Pilar de Goiás,2024,9,249.47,888.1648,2024-09-01
Nova Roma,2024,9,118.09,-563.6133,2024-09-01
Trindade,2024,10,22045.77,15750.542,2024-10-01
Sanclerlândia,2024,10,3054.66,845.5518,2024-10-01
Rubiataba,2024,10,3620.88,1175.0187,2024-10-01
Santa Fé de Goiás,2024,10,1755.94,660.37244,2024-10-01
Pilar de Goiás,2024,10,265.95,1936.1987,2024-10-01
Carmo do Rio Verde,2024,10,1217.82,1109.4465,2024-10-01
Ipiranga de Goiás,2024,10,800.53,866.11975,2024-10-01
Campos Belos,2024,10,1650.95,749.726,2024-10-01
Chapadão do Céu,2024,10,2538.01,1644.3711,2024-10-01
Rio Quente,2024,10,1719.08,1100.6537,2024-10-01
Santa Isabel,2024,10,687.16,775.0758,2024-10-01
Uirapuru,2024,10,395.73,2513.9543,2024-10-01
Goiatuba,2024,10,9266.49,4038.1284,2024-10-01
Santa Cruz de Goiás,2024,10,1294.95,690.46423,2024-10-01
Aragoiânia,2024,10,3268.81,1472.3676,2024-10-01
Rio Verde,2024,10,59202.81,41613.9,2024-10-01
Iporá,2024,10,9181.69,5465.05,2024-10-01
Cidade Ocidental,2024,10,4177.14,2919.0967,2024-10-01
Piracanjuba,2024,10,7128.49,4077.4092,2024-10-01
Acreúna,2024,10,5435.37,6127.3696,2024-10-01
Porteirão,2024,10,1056.56,1178.5435,2024-10-01
Turvelândia,2024,10,682.28,2005.7816,2024-10-01
Pontalina,2024,10,6875.44,2152.643,2024-10-01
Águas Lindas de Goiás,2024,10,5762.16,4386.26,2024-10-01
Aparecida de Goiânia,2024,10,68912.5,39936.363,2024-10-01
Hidrolina,2024,10,607.88,874.30164,2024-10-01
Água Limpa,2024,10,395.16,610.4069,2024-10-01
Anápolis,2024,10,66777.25,39666.797,2024-10-01
Uruana,2024,10,3162.47,426.57864,2024-10-01
Anicuns,2024,10,2729.39,1743.5969,2024-10-01
Turvânia,2024,10,1119.46,1010.2207,2024-10-01
Posse,2024,10,3353.16,4124.444,2024-10-01
Iaciara,2024,10,8963.97,972.4908,2024-10-01
Rianápolis,2024,10,1112.28,1130.7545,2024-10-01
Goianápolis,2024,10,2195.41,1104.6647,2024-10-01
Porangatu,2024,10,14657.36,13068.989,2024-10-01
Araguapaz,2024,10,2016.87,1693.4827,2024-10-01
Goianésia,2024,10,17672.25,6046.4917,2024-10-01
Quirinópolis,2024,10,13884.43,12103.195,2024-10-01
Professor Jamil,2024,10,968.02,543.69586,2024-10-01
Guapó,2024,10,6519.82,1175.0187,2024-10-01
Aporé,2024,10,475.68,1059.3291,2024-10-01
Santa Bárbara de Goiás,2024,10,1283.56,1101.2648,2024-10-01
Inaciolândia,2024,10,1888.51,1159.5127,2024-10-01
Cocalzinho de Goiás,2024,10,4329.17,8618.521,2024-10-01
Pires do Rio,2024,10,9576.02,1866.0101,2024-10-01
Cocalzinho de Goiás,2024,10,5367.0199999999995,8618.521,2024-10-01
Campo Limpo de Goiás,2024,10,2582.79,1006.17865,2024-10-01
Guarinos,2024,10,211.8,874.30164,2024-10-01
Indiara,2024,10,2650.15,2405.919,2024-10-01
Castelândia,2024,10,1645.74,1178.5435,2024-10-01
Três Ranchos,2024,10,2587.25,940.48474,2024-10-01
Aragarças,2024,10,4349.7,5160.364,2024-10-01
Campo Alegre de Goiás,2024,10,6308.22,759.40063,2024-10-01
Goianira,2024,10,9100.7,2883.5679,2024-10-01
Goiânia,2024,10,225205.53000000003,113360.26,2024-10-01
Ipameri,2024,10,5777.59,15628.774,2024-10-01
Heitoraí,2024,10,1114.87,701.45087,2024-10-01
Corumbá de Goiás,2024,10,3844.62,1150.2358,2024-10-01
Piranhas,2024,10,3508.75,2152.643,2024-10-01
Corumbaíba,2024,10,1777.94,4927.464,2024-10-01
Trombas,2024,10,653.71,667.7629,2024-10-01
Planaltina,2024,10,5905.51,2309.5808,2024-10-01
Gouvelândia,2024,10,1131.2,1010.2207,2024-10-01
Castelândia,2024,10,1661.58,1178.5435,2024-10-01
Aparecida do Rio Doce,2024,10,637.17,32.910686,2024-10-01
Cristalina,2024,10,13960.93,7090.682,2024-10-01
Santa Helena de Goiás,2024,10,8540.210000000001,10118.013,2024-10-01
Hidrolândia,2024,10,8383.17,6127.3696,2024-10-01
Campos Verdes,2024,10,752.74,228.39696,2024-10-01
Araçu,2024,10,706.03,701.45087,2024-10-01
Pirenópolis,2024,10,5713.3,2007.4939,2024-10-01
Taquaral de Goiás,2024,10,838.4000000000001,701.45087,2024-10-01
Arenópolis,2024,10,702.67,736.83246,2024-10-01
Santo Antônio do Descoberto,2024,10,7256.46,1743.5992,2024-10-01
Jussara,2024,10,7294.58,4442.924,2024-10-01
Vicentinópolis,2024,10,1866.01,749.726,2024-10-01
Cachoeira de Goiás,2024,10,138.3,775.0758,2024-10-01
Nova América,2024,10,341.65,866.11975,2024-10-01
Amaralina,2024,10,348.26,736.83246,2024-10-01
Cachoeira Dourada,2024,10,7283.33,1359.2561,2024-10-01
Joviânia,2024,10,1931.3600000000001,486.7339,2024-10-01
Bonfinópolis,2024,10,1217.26,935.85583,2024-10-01
Alto Horizonte,2024,10,1885.8899999999999,1518.4927,2024-10-01
Cavalcante,2024,10,242.21,2463.043,2024-10-01
São Miguel do Araguaia,2024,10,7357.6,4549.943,2024-10-01
Nerópolis,2024,10,5228.59,5668.183,2024-10-01
Bonópolis,2024,10,2079.52,1150.2358,2024-10-01
Leopoldo de Bulhões,2024,10,6414.870000000001,845.5518,2024-10-01
Doverlândia,2024,10,1375.4,680.143,2024-10-01
Niquelândia,2024,10,8785.45,5433.1553,2024-10-01
Nova Aurora,2024,10,373.01,775.0758,2024-10-01
Nova Crixás,2024,10,15379.630000000001,13983.061,2024-10-01
Bom Jardim de Goiás,2024,10,1961.57,1150.2358,2024-10-01
Jandaia,2024,10,2051.75,2101.6072,2024-10-01
Abadiânia,2024,10,3971.71,4107.8745,2024-10-01
Bela Vista de Goiás,2024,10,8267.38,5881.8228,2024-10-01
Vila Boa,2024,10,217.99,901.50134,2024-10-01
Jaraguá,2024,10,9781.19,5465.05,2024-10-01
Nova Veneza,2024,10,2104.9,1100.6537,2024-10-01
Nova Roma,2024,10,152.81,88.44104,2024-10-01
Santo Antônio de Goiás,2024,10,3315.8,936.59576,2024-10-01
Jataí,2024,10,26049.22,17487.828,2024-10-01
Nova Iguaçu de Goiás,2024,10,682.69,593.549,2024-10-01
Diorama,2024,10,575.17,610.4069,2024-10-01
Jaupaci,2024,10,840.47,610.4069,2024-10-01
Nova Glória,2024,10,1780.63,950.80597,2024-10-01
Caiapônia,2024,10,6530.91,1961.1493,2024-10-01
Caturaí,2024,10,666.22,866.8598,2024-10-01
Flores de Goiás,2024,10,1147.8600000000001,4243.022,2024-10-01
São Miguel do Passa Quatro,2024,10,2129.68,250.84853,2024-10-01
Senador Canedo,2024,10,22576.02,14266.161,2024-10-01
Ivolândia,2024,10,646.94,902.2413,2024-10-01
Luziânia,2024,10,21251.0,10837.426,2024-10-01
Ceres,2024,10,6715.56,4322.8003,2024-10-01
Mimoso de Goiás,2024,10,666.25,9578.702,2024-10-01
Faina,2024,10,1014.59,1414.1305,2024-10-01
Silvânia,2024,10,12733.16,4371.7715,2024-10-01
Edéia,2024,10,3674.2400000000002,760.04724,2024-10-01
Vianópolis,2024,10,6022.2,6267.007,2024-10-01
Alto Paraíso de Goiás,2024,10,892.9,807.08185,2024-10-01
Montividiu,2024,10,3976.0,5034.0913,2024-10-01
Maurilândia,2024,10,1372.22,680.143,2024-10-01
São Francisco de Goiás,2024,10,1046.56,680.143,2024-10-01
Montes Claros de Goiás,2024,10,2533.08,1483.7134,2024-10-01
Caçu,2024,10,5610.58,1554.2041,2024-10-01
Buriti de Goiás,2024,10,1027.95,701.45087,2024-10-01
Buriti Alegre,2024,10,3413.59,5384.4946,2024-10-01
São Domingos,2024,10,641.67,2632.6633,2024-10-01
Mineiros,2024,10,26269.24,8081.385,2024-10-01
Estrela do Norte,2024,10,1095.04,2219.26,2024-10-01
Minaçu,2024,10,8397.26,2487.7322,2024-10-01
Morrinhos,2024,10,13830.72,13142.124,2024-10-01
Britânia,2024,10,3339.56,1644.3711,2024-10-01
São João D'Aliança,2024,10,896.29,1318.3046,2024-10-01
Firminópolis,2024,10,3500.18,1150.2358,2024-10-01
Nazário,2024,10,1953.0,1174.2786,2024-10-01
Mutunópolis,2024,10,683.77,736.83246,2024-10-01
Cachoeira Alta,2024,10,5362.14,1128.9121,2024-10-01
Mundo Novo,2024,10,1284.93,1150.2358,2024-10-01
Brazabrantes,2024,10,944.42,701.45087,2024-10-01
Mozarlândia,2024,10,4574.0,4635.6665,2024-10-01
Mara Rosa,2024,10,7785.54,3937.4946,2024-10-01
Fazenda Nova,2024,10,1048.66,680.143,2024-10-01
Serranópolis,2024,10,1251.04,1059.3291,2024-10-01
Edealina,2024,10,2803.23,2325.0413,2024-10-01
Marzagão,2024,10,526.96,1269.5874,2024-10-01
Abadia de Goiás,2024,10,5565.15,2917.7483,2024-10-01
Alvorada do Norte,2024,10,4442.65,9108.989,2024-10-01
Mossâmedes,2024,10,2172.65,330.90582,2024-10-01
Morro Agudo de Goiás,2024,10,398.06,775.0758,2024-10-01
Cabeceiras,2024,10,898.7,660.37244,2024-10-01
Varjão,2024,10,907.72,775.81586,2024-10-01
Americano do Brasil,2024,10,2416.48,701.45087,2024-10-01
São Patrício,2024,10,350.73,701.45087,2024-10-01
Santa Tereza de Goiás,2024,10,554.13,266.69937,2024-10-01
Aurilândia,2024,10,557.16,975.55914,2024-10-01
Palmeiras de Goiás,2024,10,10810.23,6947.6772,2024-10-01
Itajá,2024,10,1000.16,811.3347,2024-10-01
Avelinópolis,2024,10,392.12,866.8598,2024-10-01
Cromínia,2024,10,1535.2,1448.7567,2024-10-01
Itapaci,2024,10,9468.710000000001,1644.3711,2024-10-01
Catalão,2024,10,25957.05,18673.164,2024-10-01
Palmelo,2024,10,688.99,786.1371,2024-10-01
Campestre de Goiás,2024,10,1042.62,610.4069,2024-10-01
Amorinópolis,2024,10,798.75,775.0758,2024-10-01
Itapirapuã,2024,10,1883.68,496.31473,2024-10-01
Gameleira de Goiás,2024,10,1697.73,1782.3873,2024-10-01
Palestina de Goiás,2024,10,673.3000000000001,2895.9646,2024-10-01
Caldazinha,2024,10,900.0699999999999,975.55914,2024-10-01
Córrego do Ouro,2024,10,795.27,610.4069,2024-10-01
Padre Bernardo,2024,10,10510.19,10046.751,2024-10-01
Urutaí,2024,10,3939.23,680.143,2024-10-01
Vila Propício,2024,10,1599.0,565.8977,2024-10-01
Santa Rosa de Goiás,2024,10,873.41,261.16983,2024-10-01
Palminópolis,2024,10,1415.71,542.9741,2024-10-01
Petrolina de Goiás,2024,10,1783.3700000000001,845.5518,2024-10-01
Israelândia,2024,10,930.78,775.81586,2024-10-01
Goiandira,2024,10,959.88,940.48474,2024-10-01
Campinorte,2024,10,2678.2,5625.113,2024-10-01
Perolândia,2024,10,1524.5700000000002,7508.296,2024-10-01
Santa Rita do Araguaia,2024,10,658.77,855.87317,2024-10-01
Paraúna,2024,10,3525.59,5327.881,2024-10-01
Itaguaru,2024,10,1111.84,261.16983,2024-10-01
Itaberaí,2024,10,18760.85,6705.773,2024-10-01
Paranaiguara,2024,10,1757.78,1149.4958,2024-10-01
Alexânia,2024,10,5802.43,1089.6782,2024-10-01
Aruanã,2024,10,4132.19,1743.5969,2024-10-01
Uruaçu,2024,10,13050.74,6145.718,2024-10-01
Crixás,2024,10,2547.41,1814.7513,2024-10-01
Panamá,2024,10,1139.59,2000.2917,2024-10-01
Terezópolis de Goiás,2024,10,1834.27,8895.35,2024-10-01
Água Fria de Goiás,2024,10,2837.15,1314.2936,2024-10-01
Itapuranga,2024,10,5579.28,1644.3711,2024-10-01
Goiás,2024,10,7361.18,5913.0923,2024-10-01
Formoso,2024,10,1318.84,298.85468,2024-10-01
Caldas Novas,2024,10,77107.44,34941.727,2024-10-01
Caldas Novas,2024,10,75925.99,34941.727,2024-10-01
Barro Alto,2024,10,1244.67,1219.0787,2024-10-01
Formosa,2024,10,12432.68,11445.658,2024-10-01
São Simão,2024,10,4888.85,4141.5903,2024-10-01
Damolândia,2024,10,711.02,701.45087,2024-10-01
Itauçu,2024,10,1463.68,845.5518,2024-10-01
Cezarina,2024,10,7091.41,2020.3575,2024-10-01
Novo Planalto,2024,10,1248.41,354.82245,2024-10-01
Orizona,2024,10,9956.59,2416.54,2024-10-01
Novo Gama,2024,10,2140.0,1781.324,2024-10-01
Aloândia,2024,10,618.36,2596.304,2024-10-01
Santo Antônio da Barra,2024,10,1385.46,709.4351,2024-10-01
Ouvidor,2024,10,1345.15,7115.608,2024-10-01
Baliza,2024,10,501.75,736.83246,2024-10-01
Davinópolis,2024,10,400.45,32.910686,2024-10-01
Itumbiara,2024,10,37076.24,23568.39,2024-10-01
Ouro Verde de Goiás,2024,10,1501.0800000000002,701.45087,2024-10-01
Damianópolis,2024,10,356.58,620.72815,2024-10-01
Santa Terezinha de Goiás,2024,10,1858.35,954.35895,2024-10-01
Itarumã,2024,10,8051.549999999999,36967.266,2024-10-01
Caçu,2024,11,5641.58,366.91742,2024-11-01
Uruaçu,2024,11,13393.03,4306.737,2024-11-01
Estrela do Norte,2024,11,1109.02,1955.3652,2024-11-01
Faina,2024,11,1027.57,625.2683,2024-11-01
Goiandira,2024,11,1065.46,416.25732,2024-11-01
Edéia,2024,11,3734.15,565.8977,2024-11-01
Corumbá de Goiás,2024,11,4329.2699999999995,3296.6008,2024-11-01
Chapadão do Céu,2024,11,2569.04,954.7349,2024-11-01
Vianópolis,2024,11,6083.84,3279.2761,2024-11-01
Urutaí,2024,11,4009.23,485.9934,2024-11-01
Vila Boa,2024,11,231.99,377.27393,2024-11-01
Crixás,2024,11,2692.41,1864.2393,2024-11-01
Abadiânia,2024,11,4090.37,1120.1438,2024-11-01
Cristianópolis,2024,11,1272.45,486.7152,2024-11-01
Goiatuba,2024,11,9503.32,2463.0442,2024-11-01
Goianápolis,2024,11,2234.23,481.21143,2024-11-01
Abadia de Goiás,2024,11,5866.72,2593.257,2024-11-01
Castelândia,2024,11,1763.58,82.615326,2024-11-01
Vila Propício,2024,11,1612.5,400.4888,2024-11-01
Córrego do Ouro,2024,11,824.61,250.84853,2024-11-01
Corumbaíba,2024,11,1810.94,3740.177,2024-11-01
Doverlândia,2024,11,1409.46,320.58453,2024-11-01
Ceres,2024,11,6900.46,2284.0818,2024-11-01
Vicentinópolis,2024,11,1896.37,320.58453,2024-11-01
Cezarina,2024,11,7142.51,1496.1302,2024-11-01
Varjão,2024,11,929.72,250.84853,2024-11-01
Gameleira de Goiás,2024,11,1754.23,485.9934,2024-11-01
Firminópolis,2024,11,3581.4,790.67706,2024-11-01
Catalão,2024,11,26577.86,14423.848,2024-11-01
Cidade Ocidental,2024,11,4843.93,5699.1704,2024-11-01
Cromínia,2024,11,1546.2,250.84853,2024-11-01
Flores de Goiás,2024,11,1155.09,1048.3771,2024-11-01
Fazenda Nova,2024,11,1123.54,485.9934,2024-11-01
Uruana,2024,11,3200.47,261.16983,2024-11-01
Castelândia,2024,11,1712.58,82.615326,2024-11-01
Goianésia,2024,11,19096.18,16364.706,2024-11-01
Caturaí,2024,11,729.22,507.30127,2024-11-01
Cristalina,2024,11,14069.23,4727.221,2024-11-01
Formosa,2024,11,12814.27,8151.9194,2024-11-01
Água Limpa,2024,11,398.16,250.84853,2024-11-01
Formoso,2024,11,1328.84,34.95998,2024-11-01
Edealina,2024,11,2828.23,1635.4054,2024-11-01
Diorama,2024,11,611.17,250.84853,2024-11-01
Goianira,2024,11,9459.23,4093.0972,2024-11-01
Davinópolis,2024,11,405.58,-326.6477,2024-11-01
Rubiataba,2024,11,3783.04,1488.4006,2024-11-01
Montividiu,2024,11,3986.0,1218.6321,2024-11-01
Jussara,2024,11,9891.14,19156.41,2024-11-01
Paranaiguara,2024,11,1775.66,625.2683,2024-11-01
Cachoeira Dourada,2024,11,7348.24,263.328,2024-11-01
Aruanã,2024,11,4343.33,4107.8745,2024-11-01
Alto Horizonte,2024,11,2034.8999999999999,1158.9342,2024-11-01
Panamá,2024,11,2157.19,10662.161,2024-11-01
São Miguel do Araguaia,2024,11,7595.48,2933.3513,2024-11-01
Leopoldo de Bulhões,2024,11,6479.830000000001,485.9934,2024-11-01
Luziânia,2024,11,21807.9,7187.4614,2024-11-01
Cachoeira de Goiás,2024,11,178.3,250.84853,2024-11-01
Palminópolis,2024,11,1434.43,320.58453,2024-11-01
Palmelo,2024,11,693.39,261.16983,2024-11-01
Palmeiras de Goiás,2024,11,11013.960000000001,5372.591,2024-11-01
Cachoeira Alta,2024,11,5385.54,107.03369,2024-11-01
Palestina de Goiás,2024,11,676.3000000000001,2536.4062,2024-11-01
São João da Paraúna,2024,11,584.83,616.00055,2024-11-01
Mara Rosa,2024,11,7870.47,3536.4312,2024-11-01
Marzagão,2024,11,539.96,8.250454,2024-11-01
Santa Tereza de Goiás,2024,11,564.13,266.69937,2024-11-01
Matrinchã,2024,11,6283.4800000000005,8637.333,2024-11-01
Mairipotaba,2024,11,511.8,321.3062,2024-11-01
Cabeceiras,2024,11,1898.7,5718.8066,2024-11-01
Joviânia,2024,11,1957.3600000000001,127.17537,2024-11-01
Paraúna,2024,11,3586.31,1384.0408,2024-11-01
Piranhas,2024,11,3538.53,954.7349,2024-11-01
Itauçu,2024,11,1504.84,320.58453,2024-11-01
Araçu,2024,11,746.39,341.89246,2024-11-01
Caldas Novas,2024,11,79675.8,37406.508,2024-11-01
Caldas Novas,2024,11,78391.62,37406.508,2024-11-01
São Simão,2024,11,5168.37,1904.1843,2024-11-01
Águas Lindas de Goiás,2024,11,6721.69,6900.6504,2024-11-01
Itumbiara,2024,11,37737.6,12646.72,2024-11-01
Piracanjuba,2024,11,7273.18,1762.6188,2024-11-01
São Miguel do Passa Quatro,2024,11,2165.68,250.84853,2024-11-01
Santa Isabel,2024,11,749.16,416.25732,2024-11-01
Jaraguá,2024,11,10543.69,4756.8247,2024-11-01
São Patrício,2024,11,369.73,341.89246,2024-11-01
Jataí,2024,11,31502.12,59073.285,2024-11-01
Nova Crixás,2024,11,15458.03,1120.1438,2024-11-01
Jaupaci,2024,11,846.47,250.84853,2024-11-01
Petrolina de Goiás,2024,11,1819.6100000000001,320.58453,2024-11-01
Caiapônia,2024,11,6538.33,1271.5132,2024-11-01
Jesúpolis,2024,11,237.46,341.89246,2024-11-01
Santa Rita do Araguaia,2024,11,668.77,330.90582,2024-11-01
Jandaia,2024,11,2094.3,1576.6403,2024-11-01
Amorinópolis,2024,11,811.73,250.84853,2024-11-01
Maurilândia,2024,11,1489.52,485.9934,2024-11-01
Avelinópolis,2024,11,406.12,341.89246,2024-11-01
Mozarlândia,2024,11,4790.75,2796.686,2024-11-01
Novo Gama,2024,11,2276.3,2260.1145,2024-11-01
Brazabrantes,2024,11,977.42,341.89246,2024-11-01
Mundo Novo,2024,11,1298.91,625.2683,2024-11-01
Americano do Brasil,2024,11,2486.4,507.30127,2024-11-01
Nazário,2024,11,1984.0,650.05115,2024-11-01
Senador Canedo,2024,11,23228.41,8767.977,2024-11-01
Novo Brasil,2024,11,1137.46,250.84853,2024-11-01
Bela Vista de Goiás,2024,11,8402.8,2473.7551,2024-11-01
Serranópolis,2024,11,1287.29,37.45071,2024-11-01
Bonópolis,2024,11,2083.51,625.2683,2024-11-01
Niquelândia,2024,11,9000.37,3594.1746,2024-11-01
Nova Veneza,2024,11,2132.9,741.0951,2024-11-01
Santo Antônio de Goiás,2024,11,3382.04,577.0373,2024-11-01
Bonfinópolis,2024,11,1269.38,577.0373,2024-11-01
Amaralina,2024,11,373.26,377.27393,2024-11-01
Nova América,2024,11,352.21,341.89246,2024-11-01
Nova Iguaçu de Goiás,2024,11,719.37,192.48552,2024-11-01
Santo Antônio do Descoberto,2024,11,7478.76,2796.686,2024-11-01
Nova Glória,2024,11,1810.76,261.16983,2024-11-01
Nerópolis,2024,11,5301.45,1587.1742,2024-11-01
Santo Antônio da Barra,2024,11,1485.46,515.2855,2024-11-01
Alvorada do Norte,2024,11,4519.65,790.67706,2024-11-01
Novo Planalto,2024,11,1293.49,256.3365,2024-11-01
Buritinópolis,2024,11,137.46,341.89246,2024-11-01
Alto Paraíso de Goiás,2024,11,898.9,406.01834,2024-11-01
São Francisco de Goiás,2024,11,1066.56,320.58453,2024-11-01
Minaçu,2024,11,8613.53,3474.4321,2024-11-01
Padre Bernardo,2024,11,10694.39,2761.619,2024-11-01
Buriti de Goiás,2024,11,1158.95,1180.242,2024-11-01
Ouvidor,2024,11,1366.91,5992.554,2024-11-01
Santa Terezinha de Goiás,2024,11,1984.35,1391.645,2024-11-01
Mineiros,2024,11,26715.0,7894.332,2024-11-01
Baliza,2024,11,509.75,377.27393,2024-11-01
Buriti Alegre,2024,11,3441.86,2231.3552,2024-11-01
Ouro Verde de Goiás,2024,11,1509.0800000000002,341.89246,2024-11-01
São Domingos,2024,11,643.92,2203.3596,2024-11-01
Montes Claros de Goiás,2024,11,2631.77,860.2601,2024-11-01
Goiás,2024,11,7527.18,2056.9817,2024-11-01
Orizona,2024,11,10058.59,1384.0408,2024-11-01
Barro Alto,2024,11,1264.03,694.8513,2024-11-01
Silvânia,2024,11,12796.96,1384.0408,2024-11-01
Morrinhos,2024,11,14029.98,6621.5557,2024-11-01
Britânia,2024,11,3381.72,954.7349,2024-11-01
Mossâmedes,2024,11,2193.35,330.90582,2024-11-01
Sítio D'Abadia,2024,11,262.02,542.6827,2024-11-01
Aloândia,2024,11,3623.36,17137.297,2024-11-01
Bom Jardim de Goiás,2024,11,1997.49,625.2683,2024-11-01
Portelândia,2024,11,2057.32,320.58453,2024-11-01
Guarinos,2024,11,219.8,250.84853,2024-11-01
Iporá,2024,11,9424.08,2796.686,2024-11-01
Aparecida do Rio Doce,2024,11,647.17,-326.6477,2024-11-01
Trindade,2024,11,22813.92,10861.454,2024-11-01
Porangatu,2024,11,15184.44,6785.535,2024-11-01
Anápolis,2024,11,68783.79,35179.28,2024-11-01
Guapó,2024,11,6628.5599999999995,815.45996,2024-11-01
Turvânia,2024,11,1175.96,485.9934,2024-11-01
Israelândia,2024,11,943.78,250.84853,2024-11-01
Pontalina,2024,11,7064.44,2532.789,2024-11-01
Santa Fé de Goiás,2024,11,1835.06,825.7812,2024-11-01
Aporé,2024,11,489.93,37.45071,2024-11-01
Campinorte,2024,11,2762.54,2595.8772,2024-11-01
Itaberaí,2024,11,19091.29,5314.8345,2024-11-01
Campos Verdes,2024,11,801.74,129.91112,2024-11-01
Ipiranga de Goiás,2024,11,864.53,507.30127,2024-11-01
Alexânia,2024,11,5861.19,1089.6782,2024-11-01
Aragarças,2024,11,4478.92,1488.4006,2024-11-01
Santa Cruz de Goiás,2024,11,1324.95,330.90582,2024-11-01
Adelândia,2024,11,630.48,341.89246,2024-11-01
Hidrolândia,2024,11,8538.29,2056.9817,2024-11-01
Campos Belos,2024,11,1777.79,1228.5171,2024-11-01
Iaciara,2024,11,9003.97,406.01834,2024-11-01
Posse,2024,11,3450.83,1095.2078,2024-11-01
Campo Limpo de Goiás,2024,11,2601.4700000000003,481.21143,2024-11-01
Inaciolândia,2024,11,1924.76,-267.23303,2024-11-01
Hidrolina,2024,11,635.88,250.84853,2024-11-01
Indiara,2024,11,2680.63,1218.6321,2024-11-01
Santa Bárbara de Goiás,2024,11,1343.13,577.0373,2024-11-01
Heitoraí,2024,11,1134.87,341.89246,2024-11-01
Trombas,2024,11,663.71,403.8682,2024-11-01
Ipameri,2024,11,6603.66,9714.405,2024-11-01
Quirinópolis,2024,11,14337.64,4781.085,2024-11-01
Turvelândia,2024,11,700.28,1646.2231,2024-11-01
Rianápolis,2024,11,1874.28,7653.65,2024-11-01
Aragoiânia,2024,11,3990.21,4769.7554,2024-11-01
Três Ranchos,2024,11,2697.45,416.25732,2024-11-01
Rio Quente,2024,11,1723.58,741.0951,2024-11-01
Araguapaz,2024,11,2128.46,496.31473,2024-11-01
Itapirapuã,2024,11,1962.78,496.31473,2024-11-01
Campestre de Goiás,2024,11,1053.12,250.84853,2024-11-01
Rio Verde,2024,11,61104.97,50484.457,2024-11-01
Pirenópolis,2024,11,5829.55,1384.0408,2024-11-01
Itaguari,2024,11,1297.07,577.0373,2024-11-01
Pires do Rio,2024,11,10478.880000000001,7008.573,2024-11-01
Aparecida de Goiânia,2024,11,71352.42,40362.32,2024-11-01
Sanclerlândia,2024,11,3136.66,485.9934,2024-11-01
Taquaral de Goiás,2024,11,860.2,341.89246,2024-11-01
Carmo do Rio Verde,2024,11,1289.82,485.9934,2024-11-01
Uirapuru,2024,11,405.73,2112.8909,2024-11-01
Acreúna,2024,11,5841.8,3889.964,2024-11-01
Goiânia,2024,11,232661.30000000002,145126.2,2024-11-01
Anicuns,2024,11,2803.87,1120.1438,2024-11-01
Gouvelândia,2024,11,1162.92,320.58453,2024-11-01
Itarumã,2024,11,8055.61,625.2683,2024-11-01
Santa Helena de Goiás,2024,11,8920.380000000001,7781.379,2024-11-01
